"受付番号","意見"
"185001345000000908","AIの学習が無断で行われていることにとても心が痛みます。イラストを描くものも、まず模倣からはいりますが、リスペクトをし自分の中での想像をアウトプットする練習を行います。しかし画像生成AIなどの作者も使い手も道具としか考えず、いろんな思いをして時間をかけて手にしたイラストの技能などによる作品を「ただの画像であり素材でしかない。とそんな未来の技術に不満を持つな。」とリスペクトどころかただのパーツぐらいにしか思ってません。そのパーツがなければ過去に描いた人がいなければそもそも生み出しもできてないものです。イラストに関わらずモデルさんや色々な方が踏みにじられる行為をされているのが現状です。AI自体を否定するつもりはありません。しかしながらこの一方的に踏みつけるように作品を奪われ勝手に学びの道具にされ使用されるのは許しがたいです。生みの苦しみも楽しみ喜びも知らずに横から現れ掻っ攫っていき、著作権やら人権やらを踏みにじりまくるこの現状をどうにかしてほしいです。"
"185001345000000909","AIは人の知の積み重ねを使う方法として優秀である一方、人の創作・製作活動における努力を抜いた上澄みや完成品だけを掠めとる姑息な方法と化している。意図的に特定の個人の作風を写し取って海賊版をばら撒く、その人になりすまして金銭を騙し取る被害も多数出ている。今のAI技術は嫌がらせに多数使われている。根本的な対策ができないのならば、AIを用いた製作活動を決して許してはならないと強く感じる。"
"185001345000000910","AIを利用した著作物において、注意を払わなければならないという考えは理解できます。しかしながら、創作物すべてにおいてこの素案が適用されることはまったく理解できかねます。著作権について再度確認し、よく理解なさってください。この素案に対しては断固反対させて頂きます。"
"185001345000000911","悪意ある人が生成AIを使い著作物を学習した画像等か生成されてしまったら、業務妨害をすることが多くなってしまったら、ものづくり産業が衰退してしまいそうで心配だ。"
"185001345000000912","クラウドワークスやランサーズでも既に不正に学習した生成AIが蔓延っていて、真面目に絵やデザインを勉強している身としては大変迷惑しています。これ以上クリエイターの尊厳を奪わないでください。"
"185001345000000913","３．生成AIの技術的な背景について（１）生成AIについて現状の生成AIの技術では数多の著作物を取り込み組み上げるという状態なので元となった物がある前提である。そのため現状の生成AIの使用して制作した物は新たな発想をもって制作した物とは言い難く、商業的にも使用するのは難しいと考えます。元となったデータの公表、権利、金銭的なバックがない限り生成AIを使用した制作物は何かしらの制限があるべきだと思います。また心情的にも元となった物を心血注いで生み出した方々への敬意はもってしかるべきとも思います。４．関係者からの様々な懸念の声についてアニメ業界の人手不足、それに伴い地政学的リスクの高い中国などへの制作工程の依存などの解決に向けて生成AIの技術が注目されていることはアニメ業界で作業に従事している者として認識しております。しかし今までオリジナリティーの部分でお世話になってきたイラストレーターさん、漫画家さん、小説家さんなどの原作者様方が現状の生成AIで苦しまれている中でそこを無視してアニメ業界で推進するというのは心情的にも道義的にも有り得ないと考えます。現状の生成AIではなく、単純に自身が描いた物の範囲の中で間の絵を補完する中割ソフト（CACANiなど）などの方向で、正しく技術が発展していくことを願っております。そういう方向に進む道筋として現状の生成AIに規制などをかけて正していただけると良いなと思います。"
"185001345000000914","pixivなどイラストを投稿する場に画像生成AIを使ったものだけを投稿したり、それで利益を出している人間が存在しています人が魂を込めてゼロから描いた作品がよくない方々に悪用され続けています。画像生成AIに読み込ませるとそのイラストなどの画像の著作権が向こう（アプリを提供している会社？サーバー？）に勝手に譲渡されているなど真偽のわからない情報に困惑したり海外の会社では明らかに日本のアニメなどのキャラクターをAIに読み込ませたイラストがゲームやアプリに使われていたり、画像生成AIの考えを改めない限り無法地帯の状態が続いてしまいます画像生成AIの対策として、著作権の範囲や、AIに無断で学習させることへの規制、罰則をはっきりさせてほしい。正直これが出始めた当初はAIで作った画像を背景に使ったり絵の参考にしたり多少の活用していました。でも悪い使い方しか考えられない人間のせいで本来なら活用できた画像生成AIはろくでもないものに変わってしまいました。極論を言ってしまえば、もう簡単に個人で作れないようにしてほしいまであります。というか収益を出せなくしてそのままなくなってほしい。そうすれば悪用する人も使えなくなって、利益が出ないとわかればさっさと離れていくでしょう"
"185001345000000915","AIはとても便利なのはわかりますが、それによって絵を描くことを生業にしてる人の仕事を奪う様なことが発生してるのでそのような人をこれ以上増やさないようにしてほしい。"
"185001345000000916","AI生成自体はとても画期的で今後クリエイターの手助けになるものだと考えています。しかし、問題なのは一般人が簡単に手に入れられ他人の著作物を大量に読み取り学習させ絵を公開していることお金を稼いでる人がいるという状況です。それは営業妨害なのではないでしょうか？そのことでクリエイターの皆さんが困っていたり作品を全て消した方もいらっしゃいます。そもそも、おかしいのは最悪の事態も考えなずルールをちゃんと決めず一般人にも簡単に手に入れられるようしてしまうのはあまり良くなかったと思います。これは一体誰のために作られたのでしょうか？"
"185001345000000917","・生成AIに関する問題点に関してまず、生成AIが現状創作者に対してどのような影響を与えているのかといえば、背景画像の生成などでは貢献もしている面もあるかと思われます。ですが、いちネットの利用者としてイラストレーターなどの方々の多い界隈を見た限りでは、一人の創作者の作品ばかりを学習させ、意図的に画風や表現までをも模倣する行為、そしてその作品を利用しての作者本人への誹謗中傷・自殺教唆などの行為を執拗に行う悪質なユーザーがいることもまた事実です。イラストレーター自身が「生成AIに学習されたくない」と明言している場合でも、現状生成AIへの学習元に使うことに関して適切な法整備がされていないため、これみよがしに学習元として画像を収集し、その人の個性を集めた絵を生成し送りつけたり、といった嫌がらせに近い行為も確認されています。私自身、これは立派な著作権侵害であり、人権侵害でもあると考えていますが、文化庁側の認識としてはこのような現状があるというこのコメントを見てどう思われますでしょうか。また、懸念事項は絵や文章といった創作物だけでなく、声に関しても懸念する点があります。現時点で様々な有名声優の音声データを学習させ、勝手に楽曲を歌わせたり、コンテンツをネット上にアップロードしたりという行為が確認されています。さらには影響力の高い、政府要人などの声を模倣し、フェイクニュースが作成されている例もあります。生成AIを法で縛ることなく野放しにしておくことで被害を被るのは、一般人や個々人のアーティストだけではありません。今一度、生成AIが創作という世界にどのような影響を与えるのか、どのようなことができるのか、きちんと把握してから、改めて法整備や国民への啓発などをしていただければと思います。"
"185001345000000918","生成AIを使った創作物の著作物性、並びに創作物の商用利用について。例えば悪意のある人間が、生成AIを用いた作品を大量に公開し、画像検索を行いネットを監視して依拠が認められる（特に同じ生成AIで同じモデル、同じプロンプト）レベルで偶然類似した他者の作品を「著作権侵害だ」と示談金を要求する事も可能であると考えます。創作的寄与のレベルが不明瞭ですが、プロンプトを機械でランダムに打ち込んで創作的寄与を偽装する事が将来（または既に現在）可能になり、組織的に行えばさらに創作物を大量に制作することは可能であると考えられ、それが文化の発展を目指す企業であるか悪意を持って儲けを出そうとする企業であるかを法的に判断することは難しいと思われます。今後短期間で大量に生成AIが使用された創作物が増えれば、企業や個人が商用で利用していくのは大変なリスクが伴います。事実確認や差し替え、または法的な手続きが繰り返し発生する可能性があり、これは企業から社会へ、そして文化の発展の妨げになると考えられます。機械的なスピードによる創作物の大量生産と大量消費は使用範囲を厳格に定めなければ文化の衰退につながると考えます。これは著作物性が認められなくても生成AIの使用を隠蔽すれば似たような問題は起こりうると思うので、生成AIの規制を求めます。人の創作物は時間をかけて技術が磨かれ、何に触れるかによって絵柄や作風が固まり連綿と作品の表現に現れていきます。よっぽど意図して似せない限りは著作権侵害にあたる創作物を作ることは稀です。しかし生成AIはその過程を取っ払ってしまいます。生成AIによって技術の一定のハードルが突破されることは、確かにその先の表現を生み出す可能性があるのかもしれません。その一方で、生成AIはプロンプトによりパターンで生成を行うので、使用する人が増えれば増えるほど誰もが意図せず著作物性のある、他者の作品と類似した作品を作りうるという危険もあるように思います。規制を求めた上で、政府が生成AIを実用していくのであれば生成AIを使用する人間のライセンスによる管理（運転免許などと同じ考え）及びライセンスと紐づいた生成物へのウォーターマークの義務やデータセットの公開や迅速な確認を可能にするシステムを求めます。またネットではゲームなどから抜き出した何十人もの声優の、何百時間分もの声を作品も人物もわからないレベルに分解したデータセットというものが出回り始めています。こちらも詐欺への使用や声優の利益を害する可能性があり、声の保護やデータセットの規制に関しても検討すべきだと考えます。"
"185001345000000919","AIで著作権を、創作の権利を侵さないでください。どの口でクールジャパンとか言ってるんですか？ きちんと創作物も創作者も守って下さい。"
"185001345000000920","人間による技術・創作などは全て守られなければならない。しかし生成AIもまた技術の一つであり、守ららなければならないのは理解できる。が、現時点でイラストや音楽といった芸術作品とAIの組み合わせで喜んでいる人は少ない。人間による創作の場が、AIという技術によって妨害されるのは到底許されるべきではない。土俵を変えるべきだと私は思う。人間によって作り出された芸術作品はAIによって学習されるべきではない。ただ、AIを利用し創作活動を行いたい人間が、自らの技術を学習させることは問題ないと私は考える。AIの利用に関して自転車で例えるならば、人間にが芸術作品を作り出すことが自走である。AIの利用は、1人で自転車漕げるようになるために補助輪をつけることに近いと考えている。しかし昨今問題になっているのは、人間によって作り出された芸術作品を、第三者が無断で学習させ、自らの作品としてAIを使い出力することである。これは無断転載とどこが違うのだろうか。他人が漕ぐ自転車の荷台に乗っているだけなのである。無断転載・無断学習の法整備を強く要求する。"
"185001345000000921","・概要版、「学習・開発段階についての考え方」/「著作権者の利益を不当に害することとなる場合について」/「AI学習のための著作物の複製等を防止する技術的な措置」についてイラストに行うには透かしを入れたり加工を施したりして、完成したイラストを損なう形でしか無い。AI学習に用いられることを拒むために、著作物に手を加える以外の措置を講じられるようになってほしい。・概要版、「学習・開発段階についての考え方」/『「非享受目的」に該当する場合について』悪意ある狙い撃ち学習について、どのように備え、どのように対応すればいいのか、わかりやすくガイドラインがほしい。アイデアである、と逃れられるか否か、明確な基準がほしい。"
"185001345000000922","10頁にて、「生成 AI では、入力された指示を情報解析し得られた結果と、その生成 AIが学習したパターンやルール、傾向等に基づき、生成物を生成することとなる。この際の生成については、通常、学習データの切り貼りではないとされる。」と記されていますが、他者の著作物を無断で取り込んでの生成は「学習データの切り貼り」に該当すると考えられます。著作物も肉声等と同様に厳重に著作権の下で保護されるべきであり、無断で幾らでも他者の著作物をコピーして生成物を生み出せてしまう生成AIの現状は変えるべきだと思われます。"
"185001345000000923","生成AIについて、そもそも学習元となるデータがなければ生成出来ないものと思われます。その学習に各分野のクリエイターの作品が勝手に使用され、それから生成されたものを赤の他人が利用して利益をあげたり評価をもらうというのは非常に不条理ではないでしょうか。クリエイターが作った作品は、その人がプロであれアマチュアであれ時間と労力をかけたものです。その成果物を掠め取る行為は規制すべきです。逆にクリエイターが自分が作った作品のみを使用して生成AIを活用するのは問題ないと思われます。その場合個人クリエイターなら権利範囲がはっきりするでしょうが、例えばアニメ製作会社など多くのクリエイターが参加している場で生成AIを利用する場合の権利範囲などは現場の意見を集め慎重に議論するべきではないでしょうか。どちらにしろ生成AIについては海外で既に問題になっている事例などを含め、しっかりと議論を行い規制すべきです。クリエイターの権利が守られず、赤の他人がクリエイターの権利を侵害することのないようにしていただきたいと思います。"
"185001345000000924","趣味で絵を描く者として、生成AIの悪用に危機感を感じています。絵柄は個性であり、その人が描いたことを証明するものと考えています。生成AIでは特定個人のイラストを重点的に学習させることで、絵柄をコピーできます。イラストレーター本人が描きたくない、描かない対象物を生成AIで出力するのは、イラストレーターの意思を踏みにじり、個人を馬鹿にした行為です。岸田首相の生成AI動画が問題となり記憶に新しいですが、あれと同じことがイラスト界隈でもすでに起きています。同時にITエンジニアとして技術者の世界に身を置く者としても、クリエイターとの溝を感じます。技術者は「初期投資は惜しまず、将来的に巻き返せば良い」と考える人が多い印象です。将来のために自身の著作物であるプログラミングコードをAIに学習させる人も多いでしょう。プログラミングコードは書く人によって差異が出ても成果物は同じになるはずです。しかしイラストは他人との差異こそが重要であり、成果物は唯一無二です。差異がなくなることは価値がなくなることに等しいです。著作物の差異の捉え方について、技術者とクリエイターには分かり合いにくい壁があるように思います。技術の発展は重要です。ですが同じくらい創造物の権利保護も重要です。著作権を持つひとつひとつの創造物が、悪質な生成AIへの学習から守られることを希望します。"
"185001345000000925","生成AIは特定のイラストレータの作品群を学習させ酷似したものを出力することが出来るとしているが、最近ではAIに対し良く思っていないイラストレーターの作品群を学習させその特定の個人を傷つけるようなものを出力させネットへ投稿する等といった行為や二次創作ガイドラインにおいて明確に禁止されている（R18等）ものが特定のイラストレーターの画風で出力され、そのイラストレーターに批判があったことや特定のイラストレーターの画風がサインごとそのまま出力されるという事例があった。以上のような出来事は、イラストレーターに損害があったと言っても過言ではなくその事を踏まえ、生成AIが出力したものに加筆をすれば著作権が認められるというのはおかしいことであると思っている。"
"185001345000000926","著作者から許可が得られていないAIによる生成物は著作権侵害だと思います。個人が作った絵や音楽、文章、はたまた声や顔を本人の許諾無しに勝手に使って許されるものではありません。その人本人が生み出した個人の財産なので、それを見ず知らずの人間が勝手に無断で使用するのは盗用であり著作権侵害です。犯罪だと思います。そんなの駄目だって普通に考えたら分かるはずです。考えずとも著作権侵害って調べたらすぐ無許可で他人の著作物を使用すること。加工を施すこと。""と出るはずです。AIは誰かの著作物を使用して作られています。学習とか耳触りの良い言葉を使ってますが、著作物を使用しているんですよね。多くのAI使用者やAI生成データの作成者は""誰かの著作物""を""無断""でAIに学ばせているので、著作権侵害です。多くのAI使用者を見ると分かりますが、彼らは他人のものを奪い私物化することになんの抵抗もありません。法が整備されたってきっと悪びれもなくやるし、どうせ許されると思っているはずです。厳しく取り締まって欲しいなと思います。AIのせいで真面目にやってきた人が悔しい思いをするのは訳が分かりません。"""
"185001345000000927","３．生成AIの技術的な背景について（２）生成AIに関する新たな技術画像生成AIを多くの人が利用できる現状を問題視しています。現在、画像生成AIは環境が整っていれば誰でも利用できます。とあるLoraモデル配布サイトでは、芸能人のほかに安倍元首相の画像を生成することに特化したLoraモデルが配布されており、水着姿の安倍元首相がサンプル画像として載せられています。この安倍元首相のモデルは一般配布されており、ダウンロードすれば誰でも安倍元首相の画像が生成できるようになっています。このように、画像生成AIは倫理的、社会的に問題のあるものを誰でも作成・使用できる状態になっています。Loraモデルに限らず、ネット上ではコスプレイヤーの写真や未成年の写真に性的な改変を施すなどの悪質なAI制作物が見受けられます。画像生成AIを今後社会的に活用することを考えるのであれば、現状の誰でも使える状態は望ましくないと思います。免許制にするなど、画像生成AIを利用する上での最低限の常識や倫理観を持った人でないと生成AIを利用できないような仕組みを作るべきだと思います。"
"185001345000000928","一次創作者の権利、財産を第一に考えてほしいです。意図しない学習、コピーなどは規制をしてほしいです。"
"185001345000000929","＞(1)生成 AI について＞ウ生成 AI が生成物を生成する機序の概略＞生成 AI では、入力された指示を情報解析し得られた結果と、その生成 AI が学習したパターンやルール、傾向等に基づき、生成物を生成することとなる。この際の生成については、通常、学習データの切り貼りではないとされる。上記の件ですが、切り貼り以外の何者でもありません。創作、美術関連をただの食い物にしていいのでしょうか。守って繋いでいくべきものを見誤らないでください。このままでは確実に今後生まれるべきもののいくつかは無くなってしまいます。＞学習済モデルについての廃棄請求は、通常、認められないものと考えられるなぜでしょうか。学習モデルも誰かの創作物です。生成AIをしっかりとつくるのであれば、学習に使用する素材には金銭や何かしらの対価を支払うべきではないでしょうか。あまりに虫が良すぎます。一創作者としてとても腹立たしいです。今一度お考えください。"
"185001345000000930","４．関係者からの様々な懸念の声についてクリエイター側です。生成AIを利用する側でも悪質な人物は学習させたの生成AIでの制作物により、SNSなどでなりすましによる社会的抹殺や侮辱行為に利用しています。岸田総理のフェイク動画などでも実際に起こっています。仕事が奪われる等も問題ですが、こちらの懸念も強くあります。"
"185001345000000931","漫画家です。現段階で生成AIによる作家のアイデンティティの盗用、使用者による無軌道な著作者への挑発・脅迫行為等が日に日に増しており、実害の面でも懸念がありますが、それを置いても以下の懸念があります。・ 将来の作家志望者の萎縮、創作意欲の減退につながること。…楽観視されるような「ハードルの低下による創作の裾野の拡大は起こらない」と思います。厭世感による被害の方を重視します。・ 海外においての非難がとても強いこと…これは生成AIを使うことで炎上リスク、いわば作品内に無用の爆弾を抱えることになり、それは生成AIを使うメリットをはるかに凌駕します。・ 現場レベルにおいてはまったく使い者にならないこと…漫画やイラスト業界においては非常に指向性の高い絵が要求されます。たとえば「この角度で◯◯を描いた絵が欲しい」という場合、試行錯誤とリトライを重ねてやっと「それっぽい」ものが出来上がるだけの生成AIは速度においても労力においても「描ける人」の足元にも及ばず、現状ただの足でまといにしかなりません。現況において３DCGによる背景や素材がデジタル技術において活躍しており、それを駆使すれば、たとえば教室の絵が３０秒で仕上がります。生成AIでは一日かかっても納得できる絵が出るか疑問というレベルです。火薬や銃器、原子力や薬物など「最初は規制などなかったが、規制の上でやっと成立している」ものはたくさんあり、昨今の推進者やITジャーナリストの無責任な「この流れはもはや止められない」「乗り遅れる前に私の著書を読んで」等のビジネスライクな無軌道っぷりには呆れるばかりです。将来的に「上手くAI技術と付き合う」ためにもこの初期段階での勇気を持った歯止めは、逆にせねば大きな禍根と恥を遺す結果になると存じます。何卒ご一考のほどよろしくお願いいたします。"
"185001345000000932","そもそもこの構成がわかりづらいです。素案の中に見出しを記入し、内容と紐づけられるようにすべきかと思います。1 .~4.に関してp.2では「AIと著作権の関係を直接的に取り合った判例や裁判例が未だ乏しい状況」とありますが、であるならば、まずは現状発生している問題について、現行の法令で判断し、判例を増やす必要があると考えます。前例がない状態で新しい法令を作成したり現行の法令を改正したりしても、いわゆる法の抜け穴が見つかり、司法判断を下すことが難航することが予想されます。そのため、まずは現行のままで判例を増やし、次に検討される新たな考え方の中でカバーしていく方が建設的かと考えます。5 .各論点について(3)生成物の著作権性についてに関して現行の著作権法では、私的利用の範囲に限り著作物の利用が認められていますが、AI学習に関しては従来とは異なる形での利用になります。そのため、どこまでが私的かを明確に定め、かつ、著作物の利用者が私的利用の範囲を超過させないことが約束されない限り、著作物のA学習を認可するべきではないと考えます。また、AI学習では性質上、無数の著作物を学習させることができます。その中で、学習ささせた著作物の量に関わらず、学習に利用された著作物には等しく著作権が認められる必要があると考えます。例えば、A-Zの著作者の作品を学習させた結果として出力された作品に、Jの著作物の要素が割合として少ないためJの著作権侵害には当たらない、というようなことになっては著作権法の意味がありません。そのため、AI生成物を利用者の著作物として認めるためには、上記のような著作権法の厳重化に加え、p.13にあるような「人間がAI生成物に加える創造的な加筆・修正」がどの程度から著作権の保護対象として認められるのか、明確に定義する必要があると考えます。"
"185001345000000933","既に被害にあわれている方が沢山居ます。イラストを読み込まれそれで他者が利益を得ているのが今の現状です。今では絵、漫画以外にも声をAIに読み込ませているレベルまで進んでいます。そんな中そのAIを出した企業に責任というのは甘すぎる話だと思います。違法にダウンロードされてあげられた作品がどれほどあるか把握していますか？今イラストレーターのイラストをAIに読み込ませてイラストレーターを潰そうと名言するAI絵師がどれほどいるかわかりますか？企業ではなく個人にも刑罰を与えないとこのままでは我が日本が世界に誇る漫画アニメ文化がAIによって壊されてしまいます。AI自体は素晴らしいと思うのです、ただ人の物を盗りそれで楽して金を得ようとする人間が大量にあふれています。絵、小説、映像、そういう娯楽部分は厳しく規制する必要性があります。AIに求められるものは楽して金を得る事ではなく、事務作業等時間がかかりわずらわしい物に求められています。なのでそういう学習は規制をゆるく、娯楽部分は厳しい規制が求められています。狭い部屋で若い人間もいないような中雑に決める事だけはやめてください、もっと若者の世界を見てください、被害が多いネットの世界をもっと見てください。そして考えの甘さを理解してください。ちゃんと未来がみえている考えになるよう切に願います。"
"185001345000000934","自由にキャラクターを考えて生み出すこと、漫画を描くことが出来なくなりそうで不安です。出来るならばやめて欲しいと思います。"
"185001345000000935","1 .はじめにAI生成による影響はあらゆるコンテンツの持つ著作権とその財産を著しく損ない、あまつさえ侵害しています。その恐れがあるのではなく、すでに多くのイラストレーター、漫画家、声優、俳優、アニメーターが決して無視できない実害を被っています。あるイラストレーターは自身の絵を学習させたAIモデルを有料で販売され、さらには本人を装った風評被害も受けました。またある声優は自身の声を学習させたAIボイスチェンジャーで卑猥なセリフなどを言わされました。そして何より恐ろしいのはこれらの商品を販売する者とそれを購入し使用する者の多さです。結果としてオリジナルである学習元の個人の仕事の勝ちが損なわれ、最終的には日本の一大事業であるサブカルチャー文化そのものの衰退を招き財政にも厳しい影響をもたらすことになるでしょう。既に問題は起きています。もっとしっかり意識を改めてください。AIを市民に自由に使わせるにはあまりにモラルが欠如しています。2 .検討の前提として3．生成 AI の技術的な背景について（１）生成 AI についてウ生成 AI が生成物を生成する機序の概略この認識は大きな間違いである。そもそもこの時点で他社の作品をデータとして取り込んでいる。これは重大な著作権違反である。切り貼りではないという物良いは「この段階で他社の作品をデータに組み込んでも知的財産の侵害等にはあたらない」と記載しているも同然である。即内容を学習に他者の作品などを使用することそれ自体が著作権違反等であると改めるべきである。AI学習については制作の初期段階から最終段階までそのすべての学習工程等を厳に国に提出及び報告しその中に他者の知的財産（イラスト、声、写真等）が含まれている場合は厳しく罰するべきである。また制作、学習に使用したデータや工程等は全てあらゆる個人が閲覧できるように公開すべきである。こうすることで著作権違反があった場合即座に報告を受けられる体制を作るべきである。（３）AI 開発事業者・AI サービス提供者による技術的な措置についこれだけではあまりに不十分な対応である。現にこれらの対策はほぼ意味をなしていない上に被害は現在進行形で大きく広がっている。そもそも学習データに他者のものを組み込めないように定めるべきである。AI学習については制作の初期段階から最終段階までそのすべての学習工程等を厳に国に提出及び報告しその中に他者の知的財産（イラスト、声、写真等）が含まれている場合は厳しく罰するべきである。また制作、学習に使用したデータや工程等は全てあらゆる個人が閲覧できるように公開すべきである。こうすることで著作権違反があった場合即座に報告を受けられる体制を作るべきである。企業や個人に対策を任せてはならない。これは国が法を以て裁き、罰し、国と市民、並びに企業が一体となって監視すべきことである。４．関係者からの様々な懸念の声について５．各論点について生成AIは到底許されるべきものではない。我々がどのような考えを以てそれがより良いものになることを願って法整備を行おうとも悪意ある者たちはそれをたやすく曲解し、捻じ曲げ、都合よく解釈し悪意を持って用いる。生成AIは国によって厳しく禁じられ、監視し、そして罰されるべきものである。でなくては国が傾く一大事となりかねない。６．最後に生成AIを野放しにしておけばしておくほど我々クリエイターは疲弊し、最後には死ぬこととなる。そして我々にとって代わり自らの手では何も産み出せぬ、生み出す努力すら放棄した拝金主義者がのさばることとなりサブカルチャー文化は中国、韓国にとって代わられ我々日本は最も重大な文化を一つ失うこととなる。どうか何卒、生成AIの仕様を法で禁止していただきたい。このままでは我々は何のためにその半生以上の時間を削って金にもならない芸事を続けようやくやっとわずかながらも報酬を得て税を納め暮らしていけるようになったのか分からない。我々創作者が人生をかけて描き続けた必死の思いを踏みにじりあまつさえ嘲笑う生成AIユーザー、およびそれらのAIを作った者を許さないで頂きたい。"
"185001345000000936","4.関係者からのさまざまな懸念の声について私の身の回りで最も危機感を抱いているのはイラストレーターの方々です。短期的にはなりすましや語り、AI生成画像を自作と偽るユーザーによる被害です。中期的にはAI生成画像ユーザーと、それらを短絡的に採用する発注者による仕事の相場価格が下がることが予想されます。長期的には急速な淘汰が起きたのち新規参入者が減ることによって業界全体が先細りになることが心配されます。これらが真っ当な技術革新による影響であれば、歴史上何度も起きてきたことのようにも思えます。ですが、AIの学習過程で膨大な著作権侵害を起こしている可能性を鑑みれば、同列に考えることは難しいでしょう。当方も絵を生業としておりますが、AIツールに関しては複雑な思いです。便利な道具として上手く使ってより良いものを生み出す助けとなるように運用することも可能かもしれないと思う一方で、自分でもそうと知らずに誰かの作風を盗用してしまう危険を拭いきれません。よく話題に登る人物イラストレーションなどは問題点が明白ですが、それが背景なら人によっては気にしないかもしれません。ですが背景画を生業としている方々からしたらたまったものではないのでしょう。配色パターンやテクスチャ、マチエールなどを自動で付けてくれるものは、色指定や撮影技術を身につけた人の職を奪ったりするかもしれません。ただ一つ言えると思うのは、絵は簡単には上達しないということです。多くの人がそれぞれに長い時間をかけて磨かれた技術と知識の上澄みだけ掠め取り、切り貼りして出力するツールを技術革新と言ってしまって良いものでしょうか？AIツールが身近になることで世に溢れる絵と絵描きにどのような影響を与えるかということを考えると、刺激や淘汰、という表現では生ぬるく、もはや破壊といってしまっても差し支えがないもののように、個人的には感じます。目新しいものに飛び付かず、長期的な視野を持って慎重な対応をお願いします。"
"185001345000000937","もう既にAIでのイラスト、写真、絵画、動画などの生成をできる技術が全世界に普及したことを考えると全てを禁止には到底できないと思いますが、それでも「AIの学習に使われた世界中の作品たち」は実質的な盗作であり「生成時に見本として使われた元画像」は著作権侵害であると思っています。このまま法整備がなされず誰も彼もが好き勝手AI生成に触れられるままになると、自分で作成した作品をAIに奪われデザイン等のオリジナリティ要素まで使われてしまいます。作家の権利を守るためにもAI生成物自体が他人の作品を用いた技術であり著作権侵害に当たるようになればと思います。"
"185001345000000938","無断データで、データ元と競合する生成AI開発するのは不当な権利の侵害行為に該当する"
"185001345000000939","個人５．各論点について(2)生成・利用段階P31【侵害に対する措置について】エ侵害に対する措置についてこの点に関して、以下、意見を述べます。１．著作権侵害をされた場合についてすでに、特定のクリエイターの追加学習をされたものが大量に出回っており、野放しになっているという認識です。それは、差止請求をしたとしても、現状のようにAIによる追加学習が容易な状態では新たな追加学習データを配布されるだけであり、根本的解決には至らないからだと考えます。特定のクリエイターにそっくりなAIイラストが投稿されている場合や、それを出力できるAIを見つけた際に、その後の防止法も含めてどのような対抗策が取れるのかを明示してほしいです。また、現時点でそういった策がない場合は新たな法整備を希望します。２．著作権の侵害を把握できない場合について特定のクリエイターを追加学習した後、ネット上で簡単に学習データを配布する事ができてしまいます。そのため、当該クリエイターが学習された事を把握できないまま、またはそのすべてを把握しきれないまま、多くの人の手に学習データが渡ってしまう事が考えられます。その場合、「当該クリエイターが知らないところで本人の意図にそぐわない作品が本人名義で公開される」「本人が受けるはずだった仕事を他人が受ける」等の問題が発生し、かつ、そのすべてに対応する事は不可能です。そのため、あらかじめクリエイターが学習を拒否する方法が必要だと考えます。すでに用意されているのであれば、具体的な方法を明示頂きたいです。現時点でそういった策がない場合は、新たな法整備を希望します。３．著作権侵害が認められなかった場合AI生成物を見た多くの人間が「これはクリエイターX(仮名)の作品である」と考えた場合でも、依拠性や類似性がないと判断され、法的には著作権侵害が認められない場合もあると考えられます。この場合、クリエイターXはAI生成物に直接的な対処をする事ができないまま、多数の人間からの誤解を受け続ける事になってしまいます。実際に、とあるAI生成画像を使用した広告を見た人々が「クリエイターXの作品である」と誤認し、クリエイターXが関与を否定してもなお誤認が続いている、といった出来事が起きています。この問題を避ける為に、クリエイターの作品とAI生成物に明確な区別をつける事が有効だと考えます。具体的には、AI生成物にはAI生成物である事を明記する義務付けが必要だと考えます。"
"185001345000000940","AIの素材となる作品の著作権、また個人のプライバシー・尊厳・権利をしっかり守り、それらを侵害したAI業者には厳罰が課せられる仕組みが作られない限り、今回の素案には賛成できません。"
"185001345000000941","既存のクリエイターの作品を学習させAIで生成し売り出す行為が今後心配になります。"
"185001345000000942","AIは良い機能だと思う。描けない創れない人にはいいと思う。だけど、描ける人の何年もの努力、どうしたら好きなように描けるか、考えて考えて産み出したものを、我が物顔で商売にするのはおかしい。こんなにアニメが、漫画が世界的に有名なのに、情けない。目に見えなければなんでもいいのか。どうか、創作するひとたちを守ってほしい。"
"185001345000000943","画像や音声等、その他生成AIについて、学習に用いるデータは提供者の許可を得ることを完全に義務化すべきであると考える。現状の生成AIの使われ方として、クリエイターの著作権の侵害、悪質なフェイクの流布といった被害は実際起こっていることであり、誰でも容易に生成AIを使用できる状態は極めて危険であると言える。こういった海賊版や誹謗中傷も同然の利用方法を、利用者のモラルで防ぐことが不可能なのは明白であり、学習や利用に対する厳格な規制が必要と考える。また、生成AIによる生成物に著作権を認めるべきではないと考える。これを認めた場合、悪意ある人物が様々な見た目の生成物を無作為に出力し、偶然それと似た見た目の著作物に対して著作権侵害の因縁を付けるといった事態等も考えられる。そういった悪用への対策をAI利用者のモラルに任せることができないのは、前述の通りである。"
